,recno,HCG,m_HCG,RAB1950,DEB1950,a,b,MType,T,morph,RVhel,e_RVhel,q_RVhel,Bmag,q_Bmag,DBmag,Rmag,q_Rmag,DRmag,B-R,BTmag,BTc,e_BTmag,MB-5log(h),Names
348,349,75,f,229.81704166666663,21.363749999999996,6.3,5.2,S0,1,m,13080,67,1,17.33,1,13.1,15.57,1,19.0,1.76,16.99,16.66,0.2,-19.0,
349,350,76,a,232.33666666666664,7.476472222222221,24.0,6.3,Sa,3,,10054,34,0,16.01,0,24.2,14.14,0,33.7,1.79,15.84,15.08,0.1,-20.0,N5944
350,351,76,b,232.30629166666662,7.507499999999999,20.4,16.4,E2,0,m,10002,30,0,15.23,1,41.1,13.54,1,57.2,1.56,14.74,14.44,0.2,-20.6,
351,352,76,c,232.29216666666665,7.480888888888888,21.2,20.2,E0,0,,10663,29,0,15.63,0,37.1,13.48,0,67.0,1.86,15.03,14.73,0.1,-20.4,N5941
352,353,76,d,232.31391666666664,7.4554166666666655,17.3,14.8,E1,0,,10150,33,0,16.15,0,28.5,14.08,0,41.5,1.92,15.51,15.21,0.1,-19.8,N5942
353,354,76,e,232.34762499999997,7.479694444444443,8.2,7.4,SB0,1,,10328,52,0,17.35,0,15.9,15.71,0,20.1,1.55,16.96,16.65,0.1,-18.4,
354,355,76,f,232.3022083333333,7.5041666666666655,14.2,9.6,S0,1,m,10216,90,0,17.27,1,20.2,15.71,1,27.1,1.45,16.84,16.48,0.2,-18.6,
355,356,76,g,232.2874583333333,7.518194444444443,36.1,6.4,Sc,7,,9843,81,0,17.65,0,15.7,16.06,0,19.0,1.45,17.3,16.4,0.7,-18.6,
356,357,77,a,236.7748333333333,21.969999999999995,26.0,18.4,S0,1,,10508,56,0,16.38,1,24.4,14.53,1,47.8,1.57,16.14,15.75,0.2,,U10049
357,358,77,b,236.7744583333333,21.974277777777775,22.1,13.7,S0,1,,10690,69,0,16.62,1,20.2,14.64,1,44.5,1.7,16.41,15.99,0.2,,U10049
358,359,77,c,236.77316666666664,21.982305555555552,32.4,16.1,Im,12,,2200,76,0,16.03,1,29.7,15.02,1,34.3,1.06,15.79,15.15,0.2,,U10049
359,360,77,d,236.77554166666664,21.979388888888884,11.2,7.7,Im,12,,2250,63,0,17.42,1,14.5,16.58,1,17.8,0.51,17.04,16.54,0.2,,U10049
360,361,78,a,237.01954166666664,68.37199999999999,41.6,18.5,SBb,5,,8599,31,0,15.01,0,51.1,12.49,0,64.4,1.42,14.87,14.35,0.2,,U10057
361,362,78,b,236.98179166666662,68.35822222222221,23.0,7.2,S0,1,,9544,30,0,15.12,0,25.2,13.66,0,34.7,1.41,15.05,14.61,0.1,,
362,363,78,c,237.12262499999997,68.3448611111111,15.3,4.2,S0,1,,18200,281,1,18.25,0,15.4,15.73,0,24.1,2.18,18.06,17.59,0.2,,
363,364,78,d,237.08549999999997,68.38772222222221,14.6,9.3,Sm,11,,10000,187,1,17.23,0,20.7,16.13,0,24.2,0.98,16.61,16.19,0.1,,
364,365,79,a,239.24829166666663,20.89533333333333,50.2,48.6,E0,0,m,4292,35,0,15.12,1,44.7,13.46,1,50.5,1.6,14.7,14.35,0.2,-18.8,N6027 U10116
365,366,79,b,239.2533333333333,20.904277777777775,60.5,44.1,S0,1,m,4446,25,0,14.55,1,43.0,13.07,1,46.9,1.44,14.19,13.78,0.2,-19.3,N6027 U10116
366,367,79,c,239.24641666666665,20.90272222222222,40.3,26.1,S0,1,m,4146,50,0,15.48,1,33.8,14.21,1,35.7,1.27,15.15,14.72,0.2,-18.5,N6027 U10116
367,368,79,d,239.25074999999995,20.887638888888887,28.1,12.3,Sdm,10,m,4503,43,0,16.89,1,23.5,16.74,1,16.1,0.85,16.51,15.87,0.2,-17.4,N6027 U10116
368,369,79,e,239.2554583333333,20.900416666666665,11.1,8.6,Scd,8,,19809,50,0,16.61,1,25.1,15.31,1,26.5,1.32,16.31,15.87,0.2,,N6027 U10116
369,370,80,a,239.7112083333333,65.37269444444443,25.4,5.4,Sd,9,m,8963,45,0,15.66,0,25.4,14.25,0,29.8,1.38,15.54,14.76,0.1,-20.0,
370,371,80,b,239.72141666666664,65.36299999999999,10.2,8.7,Sa,3,,9584,39,0,16.52,0,22.4,14.97,0,26.9,1.49,16.21,15.92,0.1,-19.0,
371,372,80,c,239.66241666666664,65.37383333333332,9.8,8.2,Im,12,m,9550,37,0,16.23,0,21.0,15.24,0,26.6,0.89,16.15,15.83,0.1,-19.1,
372,373,80,d,239.68191666666664,65.36222222222221,13.6,5.4,Im,12,,9108,54,0,17.01,0,19.6,16.19,0,19.1,0.84,16.82,16.18,0.1,-18.6,
373,374,81,a,243.97341666666662,12.92372222222222,11.9,4.6,Sc,7,,14676,46,0,17.11,0,14.2,15.59,0,17.9,1.46,16.98,16.25,0.1,-19.6,U10319
374,375,81,b,243.9749583333333,12.909749999999999,11.7,5.4,S0,1,,15150,94,0,17.11,1,15.1,15.59,1,27.5,1.85,17.04,16.51,0.2,-19.4,U10319
375,376,81,c,243.97849999999997,12.914027777777775,12.6,6.8,S0,1,m,15050,96,0,17.78,1,14.1,15.63,1,24.6,1.89,17.68,17.18,0.2,-18.7,U10319
376,377,81,d,243.97724999999997,12.91647222222222,7.8,6.9,S0a,2,m,14954,91,0,17.74,1,12.5,15.61,1,22.8,1.87,17.57,17.14,0.2,-18.8,U10319
377,378,82,a,246.61879166666662,32.958611111111104,24.8,16.9,E3,0,m,11177,30,0,14.94,0,47.7,12.83,0,96.1,1.71,14.51,14.14,0.1,-21.1,N6162 U10403
378,379,82,b,246.6420833333333,32.95513888888888,24.8,14.7,SBa,3,m,10447,37,0,15.41,0,40.3,13.66,0,49.9,1.67,15.18,14.62,0.1,-20.5,N6163
379,380,82,c,246.6108333333333,32.92027777777777,24.5,8.5,Im,12,m,10095,38,0,15.74,0,32.9,14.53,0,34.0,1.21,15.61,14.78,0.1,-20.3,N6161
380,381,82,d,246.59549999999996,32.922666666666665,14.7,5.7,S0a,1,,11685,46,0,16.72,0,17.1,15.15,0,19.6,1.55,16.61,15.95,0.1,-19.4,
381,382,83,a,248.2892083333333,6.366944444444443,7.9,7.9,E0,0,,15560,60,0,16.83,0,16.9,14.9,0,27.8,1.76,16.45,15.99,0.1,-20.0,
382,383,83,b,248.30562499999996,6.363888888888888,8.9,7.0,E2,0,,16442,69,0,17.04,1,18.1,15.07,1,28.9,1.75,16.5,16.04,0.2,-20.1,
383,384,83,c,248.3179583333333,6.380472222222221,7.8,4.2,Scd,8,,16520,133,0,17.52,0,13.0,16.29,0,15.5,1.16,17.37,16.7,0.1,-19.4,
384,385,83,d,248.30912499999997,6.360527777777777,3.7,3.0,Sd,9,,15500,133,1,19.09,1,7.6,18.05,1,8.3,1.04,18.44,17.91,0.2,-18.1,
385,386,83,e,248.29687499999997,6.374833333333332,2.9,2.5,S0,1,,15560,160,2,19.44,0,6.6,17.51,0,10.5,1.69,18.9,18.4,0.5,-17.6,
386,387,84,a,251.68312499999996,77.92744444444443,17.8,14.7,E2,0,m,16654,61,0,15.77,1,32.7,13.99,1,46.1,1.64,14.96,14.66,0.2,-21.5,
387,388,84,b,251.64829166666664,77.94741666666665,14.4,6.4,S0,1,,16554,73,0,16.86,0,17.6,14.97,0,25.7,1.77,16.54,16.1,0.1,-20.0,
388,389,84,c,251.71399999999997,77.91883333333332,14.9,7.4,Sa,3,,16353,71,0,16.82,1,21.7,15.09,1,29.8,1.6,16.21,15.67,0.2,-20.4,
389,390,84,d,251.59929166666663,77.94566666666665,8.2,4.6,S0,1,,16800,92,0,17.54,0,12.8,15.89,0,15.6,1.66,17.2,16.8,0.1,-19.4,
390,391,84,e,251.70237499999996,77.92672222222221,4.6,4.6,E0,0,,16950,81,0,18.0,1,13.8,16.28,1,18.3,1.62,17.19,16.89,0.2,-19.3,
391,392,84,f,251.5423333333333,77.9378611111111,6.1,6.1,E0,0,,32500,100,0,18.42,0,12.4,16.23,0,20.7,1.9,17.22,16.92,0.2,,
392,393,85,a,282.8415416666666,73.28974999999998,16.0,14.7,E1,0,m,11155,38,0,15.77,1,28.7,13.73,1,51.0,1.82,15.47,15.12,0.2,,
393,394,85,b,282.874875,73.28352777777776,13.1,12.3,E1,0,,12122,36,0,16.26,1,23.7,14.24,1,40.0,1.82,15.97,15.62,0.2,,
394,395,85,c,282.8884166666666,73.29605555555554,9.0,4.1,S0,1,,11912,47,0,17.65,0,10.3,15.69,0,15.8,1.85,17.47,16.98,0.1,,
395,396,85,d,282.91599999999994,73.28738888888888,6.7,6.4,E0,0,,11900,96,0,18.12,0,11.8,16.08,0,21.6,1.72,17.36,17.01,0.1,,
396,397,86,a,297.2494583333333,-30.95297222222222,25.4,20.3,E2,0,m,6174,39,0,14.63,0,49.4,12.23,0,122.6,1.92,14.3,13.68,0.1,,
397,398,86,b,297.2084583333333,-30.945222222222217,22.1,16.6,E2,0,m,6196,45,0,15.13,0,39.0,13.0,0,68.3,1.92,14.8,14.18,0.1,,
398,399,86,c,297.20104166666664,-30.98591666666666,17.2,13.3,SB0,1,,5529,42,0,16.08,0,29.0,13.64,0,48.9,2.2,15.72,15.06,0.1,,
399,400,86,d,297.1789166666666,-30.93758333333333,18.7,9.6,S0,1,,5916,50,0,15.85,0,23.9,14.19,0,35.7,1.66,15.75,15.02,0.1,,
400,401,87,a,311.3459583333333,-20.034805555555554,39.8,9.1,Sbc,6,m,8694,35,0,15.41,0,39.7,13.29,0,62.5,1.86,14.95,13.97,0.2,-20.7,
401,402,87,b,311.3292916666666,-20.04161111111111,17.5,14.1,S0,1,m,8972,65,1,15.6,0,34.3,13.8,0,48.5,1.6,15.6,15.1,0.1,-19.7,
402,403,87,c,311.33395833333327,-20.017249999999997,21.4,9.1,Sd,9,,8920,133,1,16.23,0,29.5,14.88,0,34.0,1.28,15.78,15.02,0.1,-19.8,
403,404,87,d,311.3377083333333,-20.031638888888885,7.8,5.8,Sd,9,,10200,160,1,17.83,0,13.0,16.34,0,16.4,1.39,17.46,16.89,0.2,-18.2,
404,405,88,a,312.48562499999997,-5.899916666666666,45.1,20.2,Sb,5,m,6033,25,0,14.22,0,57.3,12.57,0,75.9,1.56,14.02,13.18,0.1,-20.7,N6978
405,406,88,b,312.4622916666666,-5.935694444444444,34.0,26.5,SBb,5,m,6010,22,0,14.28,0,62.2,12.69,0,75.5,1.51,13.88,13.24,0.1,-20.7,N6977
406,407,88,c,312.4465833333333,-5.961333333333332,27.6,21.0,Sc,7,,6083,26,0,14.95,0,56.1,13.96,0,58.1,0.99,14.52,13.87,0.1,-20.1,N6976
407,408,88,d,312.391375,-5.98686111111111,32.7,8.5,Sc,7,m,6032,59,0,15.96,0,30.6,14.6,0,34.4,1.31,15.52,14.49,0.2,-19.4,N6975
408,409,89,a,319.3510833333333,-4.134555555555555,29.1,16.1,Sc,7,,8850,61,0,15.5,0,40.9,14.27,0,46.1,1.16,14.8,14.1,0.5,-20.6,
409,410,89,b,319.4269583333333,-4.108833333333333,20.9,10.2,SBc,7,m,8985,45,0,16.22,0,28.5,15.18,0,30.5,1.01,15.59,14.88,0.2,-19.9,
410,411,89,c,319.38162499999993,-4.130194444444444,14.4,8.6,Scd,8,,8872,40,0,16.55,0,24.4,15.39,0,27.0,1.11,16.16,15.52,0.1,-19.2,
411,412,89,d,319.3800416666666,-4.120722222222222,8.1,5.1,Sm,11,,8857,32,0,17.16,0,14.9,16.32,0,16.6,0.8,16.92,16.27,0.1,-18.5,
412,413,90,a,329.7815833333333,-32.11163888888888,71.8,43.2,Sa,3,m,2575,28,0,13.13,0,95.1,11.48,0,112.0,1.6,12.84,12.36,0.07,-19.7,N7172
413,414,90,b,329.8086666666666,-32.23224999999999,39.9,36.4,E0,0,,2525,29,0,12.66,1,86.9,10.89,1,135.7,1.64,12.88,12.57,0.13,-19.5,N7176
414,415,90,c,329.7865833333333,-32.216027777777775,36.6,30.4,E0,0,m,2696,24,0,14.03,1,47.2,11.25,1,173.5,2.23,13.04,12.73,0.06,-19.3,N7173
415,416,90,d,329.7983333333333,-32.23577777777777,69.3,26.3,Im,12,m,2778,29,0,14.37,1,55.0,12.13,1,98.8,1.83,13.54,12.81,0.15,-19.4,N7174
416,417,91,a,331.57154166666663,-28.055527777777773,43.2,35.0,SBc,7,m,6832,40,0,13.57,1,77.2,12.43,1,94.9,1.09,13.0,12.62,0.13,-21.6,N7214
417,418,91,b,331.60841666666664,-27.977111111111107,28.0,5.1,Sc,7,m,7196,66,0,15.8,0,27.2,14.34,0,31.3,1.43,15.53,14.63,0.2,-19.7,
418,419,91,c,331.59874999999994,-28.028166666666664,23.9,16.4,Sc,7,,7319,49,0,15.39,0,41.8,14.24,0,47.6,1.08,14.91,14.47,0.2,-19.9,
419,420,91,d,331.5755,-28.046555555555553,13.4,10.2,SB0,1,m,7195,41,0,15.48,1,25.8,13.91,1,36.7,1.37,15.34,14.99,0.2,-19.3,
420,421,92,a,338.4414583333333,33.68905555555555,69.8,44.2,Sd,9,,786,20,0,13.47,1,84.1,12.38,1,86.4,1.09,13.28,12.53,0.09,,N7320 U12101
421,422,92,b,338.4210416666666,33.70658333333333,66.6,32.9,Sbc,6,m,5774,24,0,14.06,1,70.1,12.47,1,90.0,1.43,14.01,13.18,0.13,,N7318B U12100
422,423,92,c,338.4430416666666,33.71594444444444,52.8,41.5,SBc,7,m,6764,28,0,14.25,1,83.2,12.65,1,81.5,1.62,14.0,13.33,0.1,,N7319 U12102
423,424,92,d,338.41416666666663,33.70619444444444,36.6,30.7,Sc,7,m,6630,23,0,14.47,1,57.8,13.13,1,68.2,1.23,14.28,13.63,0.08,,N7318A U12099
424,425,92,e,338.39462499999996,33.68527777777777,22.9,21.2,E1,0,,6599,26,0,14.93,1,50.0,12.72,1,62.5,1.16,14.6,14.01,0.08,,N7317
425,426,93,a,348.19499999999994,18.688666666666663,36.2,33.4,E1,0,m,5140,31,0,13.48,0,95.9,11.85,0,104.7,1.6,12.95,12.61,0.1,-21.0,N7550 U12456
426,427,93,b,348.19999999999993,18.768777777777775,57.4,19.5,SBd,9,m,4672,38,0,14.13,0,64.1,12.79,0,72.2,1.3,13.9,13.18,0.1,-20.2,N7594 U12457
427,428,93,c,348.1434583333333,18.700361111111107,35.9,15.9,SBa,3,m,5132,33,0,14.87,0,41.4,12.92,0,68.3,1.79,14.56,13.94,0.1,-19.6,N7547 U12453
428,429,93,d,348.26629166666663,18.775027777777776,16.9,16.5,SB0,1,,5173,34,0,15.85,0,27.6,13.9,0,41.3,1.83,15.61,15.27,0.1,-18.3,
429,430,93,e,348.28779166666664,18.646638888888887,27.1,21.8,Sa,3,,8881,39,0,16.02,0,30.1,13.85,0,55.0,1.87,15.82,15.4,0.1,,
430,431,94,a,348.6833333333333,18.43455555555555,25.9,23.9,E1,0,m,12040,42,0,14.66,1,63.7,12.93,1,73.3,1.67,14.25,13.91,0.2,-21.5,N7578B U12477
431,432,94,b,348.67708333333326,18.427638888888886,17.3,12.8,E3,0,m,11974,37,0,15.28,1,50.5,13.54,1,61.3,1.63,14.87,14.53,0.2,-20.9,N7578A U12478
432,433,94,c,348.71174999999994,18.461027777777776,20.1,8.6,S0,1,m,12120,52,0,16.38,0,22.4,14.43,0,32.6,1.83,16.06,15.58,0.1,-19.9,
433,434,94,d,348.69062499999995,18.438527777777775,9.3,5.8,S0,1,m,13009,42,0,16.52,1,26.7,14.8,1,31.4,1.65,16.21,15.79,0.2,-19.8,
434,435,94,e,348.6916666666666,18.453361111111107,14.8,3.7,Sd,9,m,12250,103,0,18.15,0,12.1,16.37,0,15.8,1.66,17.72,16.9,0.2,-18.6,
435,436,94,f,348.7045833333333,18.465833333333332,7.0,5.0,S0,1,,12920,108,0,18.16,0,11.0,16.22,0,17.2,1.76,18.18,17.78,0.1,,
436,437,94,g,348.7104583333333,18.47572222222222,5.9,3.3,S0,1,,13200,114,0,18.57,0,8.4,16.64,0,13.1,1.76,18.4,17.96,0.1,,
437,438,95,a,349.2423749999999,9.234138888888888,26.3,19.5,E3,0,m,11888,45,0,15.23,1,37.3,13.43,1,49.1,1.7,14.71,14.42,0.2,-21.0,N7609
438,439,95,b,349.25849999999997,9.22111111111111,20.7,8.9,Scd,8,m,11637,48,0,16.12,0,25.1,14.63,0,29.9,1.44,15.93,15.34,0.1,-20.0,
439,440,95,c,349.23387499999995,9.220555555555555,28.4,9.4,Sm,11,m,11562,40,0,16.38,1,26.3,14.66,1,37.2,1.51,15.93,15.2,0.2,-20.1,
440,441,95,d,349.2471249999999,9.228944444444442,22.1,4.4,Sc,7,m,12350,97,0,17.23,0,16.9,15.37,0,22.0,1.77,17.0,16.14,0.1,-19.3,
441,442,96,a,351.35254166666664,8.502749999999999,33.3,30.6,Sc,7,m,8698,25,0,14.01,1,61.6,12.64,1,73.8,1.33,13.84,13.53,0.2,-21.2,N7674 Mk533 U12608
442,443,96,b,351.39062499999994,8.492916666666666,18.7,14.1,E2,0,m,8616,42,0,15.04,0,39.7,13.2,0,60.7,1.68,14.77,14.49,0.1,-20.2,
443,444,96,c,351.36049999999994,8.507333333333332,12.2,8.8,Sa,3,m,8753,35,0,16.1,1,19.8,14.38,1,26.1,1.61,16.09,15.69,0.2,-19.0,
444,445,96,d,351.36625,8.49186111111111,6.6,3.7,Im,12,m,8975,57,0,17.13,0,13.2,16.1,0,15.9,0.97,17.1,16.56,0.1,-18.2,
445,446,97,a,356.20449999999994,-2.578861111111111,45.9,25.0,E5,0,m,6910,25,0,14.27,1,68.9,12.75,1,115.8,1.76,14.41,14.16,0.2,-20.1,I5357
446,447,97,b,356.26612499999993,-2.595083333333333,34.1,9.1,Sc,7,,6940,72,0,15.86,0,30.2,14.17,0,39.7,1.57,15.54,14.83,0.1,-19.4,I5359
447,448,97,c,356.20741666666663,-2.629333333333333,23.3,14.8,Sa,3,,5995,35,0,15.11,0,35.5,13.51,0,48.9,1.51,14.95,14.54,0.1,-19.4,I5356
448,449,97,d,356.18724999999995,-2.591194444444444,28.3,24.7,E1,0,,6239,33,0,14.95,0,41.9,12.66,1,105.4,1.5,14.7,14.45,0.1,-19.5,I5351
449,450,97,e,356.19112499999994,-2.5589166666666663,11.6,9.8,S0a,2,,6579,45,0,16.75,1,17.1,14.81,1,30.1,1.67,16.61,16.31,0.2,-17.8,
450,451,98,a,357.90149999999994,0.10452777777777776,45.8,22.1,SB0,1,m,7855,20,0,14.14,1,65.4,12.43,1,85.3,1.6,14.04,13.67,0.2,,N7783A U12837a
451,452,98,b,357.91037499999993,0.0983611111111111,21.3,15.4,S0,1,m,7959,26,0,15.16,1,33.9,13.41,1,49.8,1.58,15.99,15.69,0.2,,N7783B U12837b
452,453,98,c,357.91724999999997,0.07872222222222221,8.7,6.7,E2,0,,8145,33,0,16.59,0,15.4,14.85,0,25.4,1.62,16.42,16.17,0.1,,
453,454,98,d,357.9040833333333,0.11580555555555554,8.2,8.2,Sc,7,,14950,67,0,16.94,0,15.3,15.93,0,16.4,1.0,17.46,17.21,0.1,,
454,455,99,a,359.51899999999995,28.106638888888885,34.7,15.2,Sa,3,,8705,20,0,14.98,1,42.6,13.25,1,48.2,1.7,14.62,13.97,0.2,-20.7,U12897
455,456,99,b,359.55625,28.123527777777774,24.8,22.1,E2,0,,8846,30,0,15.0,1,40.0,13.05,1,64.0,1.76,14.39,14.03,0.2,-20.7,U12899
456,457,99,c,359.5441666666666,28.123055555555553,9.4,6.1,SB0a,2,,8216,34,0,15.85,1,35.9,13.9,1,54.3,1.76,15.36,14.87,0.2,-19.7,
457,458,99,d,359.5487083333333,28.093305555555553,21.5,13.9,S0a,2,,8643,82,0,17.44,0,15.8,15.65,0,21.3,1.67,17.22,16.73,0.1,-18.0,
458,459,99,e,359.5371666666666,28.090888888888884,11.3,8.9,S0,1,,9007,96,0,17.84,0,11.1,16.07,0,16.0,1.65,17.68,17.28,0.1,,
459,460,100,a,359.6930416666666,12.832555555555555,33.2,19.0,Sb,5,m,5300,27,0,14.2,0,48.9,12.62,0,61.7,1.53,14.13,13.66,0.1,-20.0,N7803 U12906
460,461,100,b,359.71812499999993,12.834388888888887,17.3,15.7,Sm,11,m,5253,37,0,15.4,0,33.0,14.28,0,38.8,1.05,15.21,14.9,0.1,-18.7,Mk0934
461,462,100,c,359.665625,12.865583333333332,22.1,9.6,SBc,7,m,5461,38,0,16.01,0,31.4,15.46,0,31.3,1.23,15.78,15.22,0.1,-18.5,
462,463,100,d,359.6708333333333,12.834249999999999,16.0,6.1,Scd,8,m,,,,16.97,0,19.3,14.67,0,40.2,1.18,16.58,15.97,0.1,-17.8,
